156.690, -0.010
162.345, 14.100
166.754, 29.213
169.529, 45.163
170.284, 61.670
169.256, 78.588
166.829, 95.974
162.959, 113.795
157.817, 132.183
150.580, 150.450
140.897, 167.944
128.249, 183.393
113.046, 196.292
95.653, 205.874
76.534, 211.298
56.198, 211.002
35.772, 204.331
16.811, 193.731
-0.010, 181.925
-27.914, 159.571
-50.344, 139.467
-69.132, 120.742
-85.189, 102.374
-98.080, 82.976
-105.983, 61.661
-109.981, 40.416
-109.101, 19.353
-108.555, 0.000
-108.087, -9.513
-107.460, -19.047
-106.700, -28.730
-105.737, -38.654
-104.497, -48.914
-102.958, -59.645
-100.877, -70.837
-97.867, -82.287
-93.189, -93.279
-85.821, -102.226
-76.032, -108.382
-65.130, -112.493
-54.001, -115.401
-42.929, -117.467
-32.024, -118.974
-21.264, -119.952
-10.605, -120.561
0.000, -120.856
21.385, -120.690
43.488, -118.629
65.154, -111.938
83.967, -99.242
100.263, -83.440
115.206, -65.983
129.507, -46.772
143.581, -25.139
